source,job_title,role_normalized,seniority,salary_eur,country,country_name,year,salary_usd,dataset
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46500.0,ES,Spain,2026,50220.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44800.0,ES,Spain,2026,48384.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,48900.0,ES,Spain,2026,52812.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,48800.0,ES,Spain,2026,52704.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44200.0,ES,Spain,2026,47736.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45500.0,ES,Spain,2026,49140.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44500.0,ES,Spain,2026,48060.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44400.0,ES,Spain,2026,47952.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,42200.0,ES,Spain,2026,45576.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46000.0,ES,Spain,2026,49680.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45500.0,ES,Spain,2026,49140.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,42400.0,ES,Spain,2026,45792.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44400.0,ES,Spain,2026,47952.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,48100.0,ES,Spain,2026,51948.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44100.0,ES,Spain,2026,47628.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,43400.0,ES,Spain,2026,46872.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45500.0,ES,Spain,2026,49140.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,49200.0,ES,Spain,2026,53136.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44100.0,ES,Spain,2026,47628.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46400.0,ES,Spain,2026,50112.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46900.0,ES,Spain,2026,50652.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44100.0,ES,Spain,2026,47628.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46700.0,ES,Spain,2026,50436.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44900.0,ES,Spain,2026,48492.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45700.0,ES,Spain,2026,49356.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,42900.0,ES,Spain,2026,46332.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,47400.0,ES,Spain,2026,51192.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44600.0,ES,Spain,2026,48168.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,43700.0,ES,Spain,2026,47196.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,42300.0,ES,Spain,2026,45684.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45900.0,ES,Spain,2026,49572.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46400.0,ES,Spain,2026,50112.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,41800.0,ES,Spain,2026,45144.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45600.0,ES,Spain,2026,49248.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,44000.0,ES,Spain,2026,47520.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46200.0,ES,Spain,2026,49896.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,43700.0,ES,Spain,2026,47196.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,46500.0,ES,Spain,2026,50220.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,45000.0,ES,Spain,2026,48600.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,48400.0,ES,Spain,2026,52272.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Senior,43400.0,ES,Spain,2026,46872.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52700.0,ES,Spain,2026,56916.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52000.0,ES,Spain,2026,56160.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54200.0,ES,Spain,2026,58536.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54000.0,ES,Spain,2026,58320.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52400.0,ES,Spain,2026,56592.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53400.0,ES,Spain,2026,57672.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53800.0,ES,Spain,2026,58104.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53100.0,ES,Spain,2026,57348.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53100.0,ES,Spain,2026,57348.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52400.0,ES,Spain,2026,56592.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,51900.0,ES,Spain,2026,56052.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54100.0,ES,Spain,2026,58428.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54100.0,ES,Spain,2026,58428.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53300.0,ES,Spain,2026,57564.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52600.0,ES,Spain,2026,56808.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,52700.0,ES,Spain,2026,56916.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53500.0,ES,Spain,2026,57780.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54100.0,ES,Spain,2026,58428.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,54000.0,ES,Spain,2026,58320.0,Manfred 2026
Manfred 2026,Backend Engineer,Backend Engineer,Lead,53700.0,ES,Spain,2026,57996.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25800.0,ES,Spain,2026,27864.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,22100.0,ES,Spain,2026,23868.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,22800.0,ES,Spain,2026,24624.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,27700.0,ES,Spain,2026,29916.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25600.0,ES,Spain,2026,27648.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,20700.0,ES,Spain,2026,22356.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,22300.0,ES,Spain,2026,24084.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25900.0,ES,Spain,2026,27972.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,20500.0,ES,Spain,2026,22140.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,22800.0,ES,Spain,2026,24624.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25200.0,ES,Spain,2026,27216.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,26100.0,ES,Spain,2026,28188.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25800.0,ES,Spain,2026,27864.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23300.0,ES,Spain,2026,25164.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,26200.0,ES,Spain,2026,28296.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23400.0,ES,Spain,2026,25272.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,24000.0,ES,Spain,2026,25920.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,26400.0,ES,Spain,2026,28512.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25800.0,ES,Spain,2026,27864.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,27300.0,ES,Spain,2026,29484.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25900.0,ES,Spain,2026,27972.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25400.0,ES,Spain,2026,27432.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,22200.0,ES,Spain,2026,23976.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,24300.0,ES,Spain,2026,26244.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23600.0,ES,Spain,2026,25488.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23500.0,ES,Spain,2026,25380.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,28800.0,ES,Spain,2026,31104.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,24400.0,ES,Spain,2026,26352.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,27700.0,ES,Spain,2026,29916.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25700.0,ES,Spain,2026,27756.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,26800.0,ES,Spain,2026,28944.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25000.0,ES,Spain,2026,27000.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25400.0,ES,Spain,2026,27432.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25000.0,ES,Spain,2026,27000.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23100.0,ES,Spain,2026,24948.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,26300.0,ES,Spain,2026,28404.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23700.0,ES,Spain,2026,25596.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,21100.0,ES,Spain,2026,22788.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,25800.0,ES,Spain,2026,27864.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,23000.0,ES,Spain,2026,24840.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,28300.0,ES,Spain,2026,30564.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,28500.0,ES,Spain,2026,30780.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,27900.0,ES,Spain,2026,30132.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,24300.0,ES,Spain,2026,26244.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,20900.0,ES,Spain,2026,22572.0,Manfred 2026
Manfred 2026,Frontend Engineer,Frontend Engineer,Junior,28100.0,ES,Spain,2026,30348.0,Manfred 2026
